source,product_id,suggested_category,suggested_shop,brand,name,image_1,image_2,image_3,price,description
in_db,7cb087bb-8d83-4e2e-ad27-200526d18cf1,Books,Casa Mia,,How We Became Posthuman,https://books.google.com/books/content?id=JqB6Qy9z3TcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,31.03,"In this age of DNA computers and artificial intelligence, information is becoming disembodied even as the ""bodies"" that once carried it vanish into virtuality. While some marvel at these changes, envisioning consciousness downloaded into a computer o"
in_db,1df356fd-8702-4899-a359-151d4c069a3b,Books,Casa Mia,,I'm Glad My Mom Died,https://books.google.com/books/content?id=13mAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,10.37,A memoir by American former actress and singer Jennette McCurdy about her career as a child actress and her difficult relationship with her abusive mother who died in 2013
in_db,35d1a2f6-9bc8-4d59-aff8-2ec10143116c,Books,Casa Mia,,Images of Nebuchadnezzar,https://books.google.com/books/content?id=nxC1wF3_IEAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,21.78,Images of Nebuchadnezzar attempts to probe the diversity of cultural attitudes reflected in the characterizations of this famous king through an examination of both the original cuneiform sources as well as the accounts of chronographers written in G
in_db,7d69226b-d939-4dd9-868c-a848f7471dfe,Books,Casa Mia,,Iran,https://books.google.com/books/content?id=uQtrj-wdGcAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,31.53,Iran — a business book by United States. Bureau of International Commerce.
in_db,3d818f90-74ab-42ef-9cb2-e111a647fad5,Books,Casa Mia,,Journey to the Center of the Earth,https://books.google.com/books/content?id=icKmd-tlvPMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,33.38,"The intrepid Professor Lindenbrock embarks upon the strangest expedition of the nineteenth century: a journey down an extinct Icelandic volcano to the Earth’s very core. In his quest to penetrate the planet’s primordial secrets, the geologist—togethe"
in_db,f6f246b9-381f-46a9-addc-986fd0970c51,Books,Casa Mia,,"Latin, Or, The Empire of the Sign",https://books.google.com/books/content?id=Q2RxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,13.9,"A wide-ranging & highly readable history of Latin between the sixteenth & twentieth centuries - a period when it dominated the civic & sacred worlds of Europe and, arguably, the entire western world. Latin explores the institutional contexts in which"
in_db,83b782c4-50f7-4464-aa51-e1c8d2761fb8,Books,Casa Mia,,Literature and Science,https://books.google.com/books/content?id=eMqEAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,25.56,"In these reflections on the relations between art and science, Aldous Huxley attempts to discern the similarities and differences implicit in scientific and literary language, and he offers his opinions on the influence that each discipline exerts up"
in_db,c6849dc9-d570-4c78-91fc-8de4d7ce6a90,Books,Casa Mia,,Local Knowledge,https://books.google.com/books/content?id=E2A1IRebytoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,19.9,Local Knowledge — a science book by Clifford Geertz.
in_db,37cda0c5-1dfa-4ca5-a37f-7cbbdde5f1f1,Books,Casa Mia,,Mrs. Dalloway,https://books.google.com/books/content?id=OqAFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,17.08,"Heralded as Virginia Woolf's greatest novel, this is a vivid portrait of a single day in a woman's life. When we meet her, Mrs. Clarissa Dalloway is preoccupied with the last-minute details of party preparation while in her mind she is something much"
in_db,0b02f527-df9c-4a9e-a61d-cb51c9234682,Books,Casa Mia,,Mysteries,https://books.google.com/books/content?id=MRoMUV2kLZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,14.54,"The first complete English translation of the Nobel Prize-winner’s literary masterpiece A Penguin Classic Mysteries is the story of Johan Nilsen Nagel, a mysterious stranger who suddenly turns up in a small Norwegian town one summer—and just as sudde"
in_db,a4a34d5f-ac3e-4d58-aa2f-0ff2a619f87e,Books,Casa Mia,,Pharmaceuticals in the Environment,https://books.google.com/books/content?id=3wCNCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,33.08,"An important reference for researchers in the pharmaceutical industry, environmentalists and policy makers wanting to better understand the impacts of pharmaceuticals on the environment."
in_db,eabdcb8d-031f-4e33-b010-5aff07e2b7d8,Books,Casa Mia,,Political Ecology,https://books.google.com/books/content?id=nOGvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,10.32,"An accessible, focused exploration of the field of political ecology The third edition of Political Ecology spans this sprawling field, using grounded examples and careful readings of current literature. While the study of political ecology is someti"
in_db,2517e02b-242a-46b6-8363-7680486d6361,Books,Casa Mia,,Radiochemistry and Nuclear Chemistry,https://books.google.com/books/content?id=0Pr7aMRxLZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,26.91,"Origin of Nuclear Science; Nuclei, Isotopes and Isotope Separation; Nuclear Mass and Stability; Unstable Nuclei and Radioactive Decay; Radionuclides in Nature; Absorption of Nuclear Radiation; Radiation Effects on Matter; Detection and Measurement Te"
in_db,3b3b3488-37c9-4e78-a50f-86b3e6a14722,Books,Casa Mia,,Red Roulette,https://books.google.com/books/content?id=w3mAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,30.85,"After the Communist Revolution, Desmond Shum's grandfather was marked as belonging to a ""black category"" that included former landlords and rich peasants--meaning the Shums would be stigmatized and impoverished. As Desmond was growing up, he vowed hi"
in_db,02bedf03-3c08-4210-822a-51cc75eb1037,Books,Casa Mia,,Research Methods for Business Students,https://books.google.com/books/content?id=LtiQvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,33.06,"""This accessible and clearly written textbook provides a comprehensive and in-depth treatment of philosophical, methodological and ethical aspects of conducting business and management research. Illustrative case studies drawing on published research"
in_db,b1beaed6-4e08-4da8-a31b-c30f31913d6a,Books,Casa Mia,,Successful Management by Motivation,https://books.google.com/books/content?id=ScTvqTbKB7IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,11.45,"Motivated employees play a crucial role in creating a companys sustainable competitive advantage. Successful Management by Motivation shows that in a knowledge-based society, this goal cannot be achieved by extrinsic motivation alone. Pay for perform"
in_db,6a7cdafa-585a-4885-9631-65887b79fea9,Books,Casa Mia,,Taras Bulba,https://books.google.com/books/content?id=XdMBTKWSfeMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,33.74,"Feroces, crueles, valientes y apasionados, los cosacos hacen temblar la estepa bajo los cascos de sus caballos. Y entre ellos se encuentra Taras Bulba, un anciano lleno aún de fuerza e inteligencia que junto a sus hijos, Ostap y Andrí, avanzará por t"
in_db,cbf31e99-7a25-428d-b709-580535cedeb3,Books,Casa Mia,,Tess of the D'Urbervilles,https://books.google.com/books/content?id=U-1LyAaWtCoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,27.43,"Story of Tess Durbeyfield, the daughter of a poor and dissipated villager."
in_db,9e39725d-227b-4b9d-9c9f-8e629cbaea1c,Books,Casa Mia,,That Hideous Strength,https://books.google.com/books/content?id=g_RaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,25.24,SF/Fantasy.
in_db,e0c4c99e-34fa-47e7-aff1-4a7e1a7ccaf3,Books,Casa Mia,,The Cambridge History of Turkey,https://books.google.com/books/content?id=iOoGH4GckQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,32.02,Publisher Description
in_db,663e6262-9d94-49a4-a2e9-cf9c49040165,Books,Casa Mia,,"The Lives of the Noble Grecians and Romaines,",https://books.google.com/books/content?id=JREQ5Sok-p8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,22.14,"The Lives of the Noble Grecians and Romaines, — a biography book by Plutarch."
in_db,b263001c-56ad-4253-a60c-6df59a4488be,Books,Casa Mia,,The Plague,https://books.google.com/books/content?id=KVGd-NabpW0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,33.55,"“Its relevance lashes you across the face.” —Stephen Metcalf, The Los Angeles Times • “A redemptive book, one that wills the reader to believe, even in a time of despair.” —Roger Lowenstein, The Washington Post A haunting tale of human resilience and"
in_db,fc4ae62f-8988-4ad0-a1b3-830981a840e1,Books,Casa Mia,,The Roman Imperial Army of the First and Second Centuries A.D.,https://books.google.com/books/content?id=JggKAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,10.07,The Roman Imperial Army of the First and Second Centuries A.D. — a history book by Graham Webster.
in_db,2c53dd07-999f-4986-8a99-3dfee119a16f,Books,Casa Mia,,The Seven Husbands of Evelyn Hugo,https://books.google.com/books/content?id=IdAmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,24.66,The epic adventures Evelyn creates over the course of a lifetime will leave every reader mesmerized. This wildly addictive journey of a reclusive Hollywood starlet and her tumultuous Tinseltown journey comes with unexpected twists and the most satisf
in_db,355d1c58-a061-48a8-ae92-931e35743a6b,Books,Casa Mia,,The Theory of Business Enterprise,https://books.google.com/books/content?id=FLA9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,29.57,The Theory of Business Enterprise — a business book by Thorstein Veblen.
in_db,aae07fe2-afb1-46b5-9b31-de10974d5524,Books,Casa Mia,,Undoing Gender,https://books.google.com/books/content?id=Pepy2_OXEe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,11.81,"First Published in 2004. Routledge is an imprint of Taylor & Francis, an informa company."
in_db,cabd3cfb-8d81-4ac8-86bf-0c5c86a55208,Books,Casa Mia,,What is a Gospel?,https://books.google.com/books/content?id=ggWxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,34.97,What is a Gospel? — a biography book by Charles H. Talbert.
in_db,b4125c8a-fec5-4aee-afc6-56181c1c2781,Computers & Laptops,TechHub Bangladesh,,Apple MacBook Pro 14 Inch Space Grey,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/1.webp,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/2.webp,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/3.webp,1999.99,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display."
in_db,43432924-88f7-47b1-ad4b-977a7dc1b874,Computers & Laptops,TechHub Bangladesh,,Asus Zenbook Pro Dual Screen Laptop,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/1.webp,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/2.webp,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/3.webp,1799.99,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals."
in_db,0de3fc80-47f5-4195-9136-d1f81e1a8230,Computers & Laptops,TechHub Bangladesh,,Huawei Matebook X Pro,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/1.webp,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/2.webp,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/3.webp,1399.99,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go."
in_db,70c666d8-4e45-4f64-a0c6-130f3e8e755d,Computers & Laptops,TechHub Bangladesh,,Lenovo Yoga 920,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/1.webp,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/2.webp,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/3.webp,1099.99,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability."
in_db,263aa8c5-996d-4ed4-84f0-36aa6493f44f,Computers & Laptops,TechHub Bangladesh,,New DELL XPS 13 9300 Laptop,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/1.webp,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/2.webp,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/3.webp,1499.99,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks."
in_db,074c1092-029d-4c8e-a3e0-72f53e217bbc,Computers & Laptops,TechHub Bangladesh,,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png,,,999.99,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms "
in_db,9634fc15-9e5c-4599-907a-6e913d5033cb,Computers & Laptops,TechHub Bangladesh,,Samsung Galaxy Tab S8 Plus Grey,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/2.webp,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/3.webp,599.99,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment."
in_db,7bf56922-792c-4676-ab95-26fa5edec968,Computers & Laptops,TechHub Bangladesh,,Samsung Galaxy Tab White,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/2.webp,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/3.webp,349.99,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks."
in_db,943e5ab6-aa92-4b71-a0db-8207a5980887,Computers & Laptops,TechHub Bangladesh,,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_t.png,,,109,"Easy upgrade for faster boot up, shutdown, application load and response (As compared to 5400 RPM SATA 2.5” hard drive; Based on published specifications and internal benchmarking tests using PCMark vantage scores) Boosts burst write performance, mak"
in_db,49c36fd9-af21-4e4f-a6fb-b2236ea26955,Computers & Laptops,TechHub Bangladesh,,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png,,,109,3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design sui
in_db,5601712d-9bcb-49ec-a160-3ede5919609e,Computers & Laptops,TechHub Bangladesh,,Sleek Modern Laptop for Professionals,https://i.imgur.com/ItHcq7o.jpeg,,,97,"Experience cutting-edge technology and elegant design with our latest laptop model. Perfect for professionals on-the-go, this high-performance laptop boasts a powerful processor, ample storage, and a long-lasting battery life, all encased in a lightw"
in_db,c903864a-301a-4fcf-915e-f892fd6a5b9d,Computers & Laptops,TechHub Bangladesh,,Sleek Modern Laptop with Ambient Lighting,https://i.imgur.com/OKn1KFI.jpeg,,,43,"Experience next-level computing with our ultra-slim laptop, featuring a stunning display illuminated by ambient lighting. This high-performance machine is perfect for both work and play, delivering powerful processing in a sleek, portable design. The"
in_db,a1e8fa45-7e4e-47fb-9f15-a28616e0385f,Computers & Laptops,TechHub Bangladesh,,WD 2TB Elements Portable External Hard Drive - USB 3.0,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_t.png,,,64,"USB 3.0 and USB 2.0 Compatibility Fast data transfers Improve PC Performance High Capacity; Compatibility Formatted NTFS for Windows 10, Windows 8.1, Windows 7; Reformatting may be required for other operating systems; Compatibility may vary dependin"
in_db,f11213e1-32d9-425e-8e96-0183715bfa10,Computers & Laptops,TechHub Bangladesh,,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png,,,114,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty"
in_db,5b5b39f7-fbde-4968-9ab4-b8a7b66dd90e,Computers & Laptops,TechHub Bangladesh,,"iPad Air 13"" M2",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/IPad_Air_2020_%2851012790753%29.jpg/330px-IPad_Air_2020_%2851012790753%29.jpg,,,799,"The iPad Air is a series of tablet computers by Apple Inc., part of the iPad lineup. It may refer to:iPad Air, released in 2013
iPad Air 2, released in 2014
iPad Air, released in 2019
iPad Air, released in 2020
iPad Air, released in 2022
iPad Air (M2"
in_db,b3aaccde-6284-49ee-9878-c4e61dd7a935,Computers & Laptops,TechHub Bangladesh,,iPad Mini 2021 Starlight,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/2.webp,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/3.webp,499.99,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience."
in_db,8d2a7da2-4da1-43d6-8bc9-48e71a61124e,Electronics,TechHub Bangladesh,,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png,,,599,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color
in_db,406f9af2-4e4b-4e41-8a4c-e3e7ea4d81a6,Electronics,TechHub Bangladesh,,Amazon Echo Plus,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/2.webp,,99.99,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.
in_db,6f0236de-202e-4fd6-b7a0-974f4abfeccf,Electronics,TechHub Bangladesh,,Apple AirPods Max Silver,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/1.webp,,,549.99,"The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style."
in_db,d5cdf88f-3972-4b50-b4aa-1ed5d45764b2,Electronics,TechHub Bangladesh,,Apple Airpods,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/2.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/3.webp,129.99,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening."
in_db,d0d4a99e-380a-4b8d-821f-1a0b809eac07,Electronics,TechHub Bangladesh,,Apple Airpower Wireless Charger,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpower-wireless-charger/1.webp,,,79.99,The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.
in_db,c3aa1c59-e5fd-409f-b05b-87da43a92f34,Electronics,TechHub Bangladesh,,Apple HomePod Mini Cosmic Grey,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/1.webp,,,99.99,The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.
in_db,0d5d97b6-6600-4a85-a225-d480edb02d33,Electronics,TechHub Bangladesh,,Apple MagSafe Battery Pack,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/2.webp,,99.99,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.
in_db,c7a24583-86ab-4c82-a9e7-7af788aa6e44,Electronics,TechHub Bangladesh,,Apple Watch Series 4 Gold,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/2.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/3.webp,349.99,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display."
in_db,703ad320-225e-4b6c-98bc-9a702b79a929,Electronics,TechHub Bangladesh,,Apple iPhone Charger,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/2.webp,,19.99,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.
in_db,6db64659-63d2-46fb-a72b-83945b8ba619,Electronics,TechHub Bangladesh,,Beats Flex Wireless Earphones,https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/1.webp,,,49.99,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use."
in_db,ee6db0df-0a32-4bb3-8b21-91e7f3813566,Electronics,TechHub Bangladesh,,Monopod,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/2.webp,,19.99,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease."
in_db,7925198a-a728-48db-9741-561c6321a87c,Electronics,TechHub Bangladesh,,Selfie Lamp with iPhone,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp,,,14.99,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.
in_db,982f8001-9c7c-4907-9fb1-f65d49ca8a66,Electronics,TechHub Bangladesh,,Selfie Stick Monopod,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp,,,12.99,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.
in_db,a5ba28bf-338b-4106-ba26-5e53a992d9d8,Electronics,TechHub Bangladesh,,Sleek Smartwatch with Vibrant Display,https://i.imgur.com/LGk9Jn2.jpeg,,,16,"Experience modern timekeeping with our high-tech smartwatch, featuring a vivid touch screen display, customizable watch faces, and a comfortable blue silicone strap. This smartwatch keeps you connected with notifications and fitness tracking while sh"
